L1	L2	species	specimen	oligoID	pmTm
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured bacterium (human infant) S7B	HIT 1126	56.6
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured bacterium (human infant) S7B	HIT 1128	59
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured bacterium (human infant) S7B	HIT 1135	60.4
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured bacterium (human infant) S7B	HIT 1160	61.2
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured bacterium (human infant) S7B	HIT 1161	62.9
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured bacterium (human infant) S7B	HIT 1163	58.3
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured bacterium (human infant) S7B	HIT 1171	59.4
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured bacterium (human infant) S7B	HIT 2618	59.5
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured Bifidobacterium sp. NS2E2	HIT 1135	60.4
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured Bifidobacterium sp. NS2E2	HIT 1160	61.2
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured Bifidobacterium sp. NS2E2	HIT 1161	62.9
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured Bifidobacterium sp. NS2E2	HIT 1171	59.4
Actinobacteria	Bifidobacterium	Bifidobacterium pseudocatenulatum	uncultured Bifidobacterium sp. NS2E2	HIT 2618	59.5
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1126	56.6
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1128	59
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1135	60.4
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1171	59.4
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1172	61.2
Actinobacteria	Bifidobacterium	Bifidobacterium pseudolongum	Bifidobacterium pseudolongum	HIT 1173	61.9
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1126	56.6
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1128	59
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1141	54.3
Actinobacteria	Bifidobacterium	Bifidobacterium thermophilum	Bifidobacterium thermophilum	HIT 1142	59.7
Actinobacteria	Bifidobacterium	uncultured bacterium (human infant) N14A	uncultured bacterium (human infant) N14A	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured bacterium (human infant) N14A	uncultured bacterium (human infant) N14A	HIT 1132	56.6
Actinobacteria	Bifidobacterium	uncultured bacterium (human infant) N14A	uncultured bacterium (human infant) N14A	HIT 5644	58.9
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1123	53.2
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1124	56.5
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1125	57.5
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1127	57.5
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium (human infant) L14E	HIT 2591	57.5
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1127	57.5
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured bacterium Adhufec069rbh	uncultured bacterium Adhufec069rbh	HIT 2591	57.5
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec085	Uncultured bacterium clone Eldhufec085	HIT 1126	56.6
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec085	Uncultured bacterium clone Eldhufec085	HIT 1128	59
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1126	56.6
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1127	57.5
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 1128	59
Actinobacteria	Bifidobacterium	Uncultured bacterium clone Eldhufec088	Uncultured bacterium clone Eldhufec088	HIT 2591	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1127	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 13D	uncultured Bifidobacterium sp. 13D	HIT 2591	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1123	53.2
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1124	56.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	Bifidobacterium sp. CS16	HIT 1125	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1123	53.2
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1124	56.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1125	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured bacterium L039	HIT 1145	58
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1123	53.2
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1124	56.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1125	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. 15D	HIT 1145	58
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 1125	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 3289	56
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NB2C2	HIT 3290	57.1
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1123	53.2
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1124	56.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 15D	uncultured Bifidobacterium sp. NS2A7	HIT 1125	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16B	uncultured Bifidobacterium sp. 16B	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16B	uncultured Bifidobacterium sp. 16B	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1127	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 16C	uncultured Bifidobacterium sp. 16C	HIT 2591	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1123	53.2
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1127	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9A	uncultured Bifidobacterium sp. 9A	HIT 2591	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1126	56.6
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1127	57.5
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 1128	59
Actinobacteria	Bifidobacterium	uncultured Bifidobacterium sp. 9C	uncultured Bifidobacterium sp. 9C	HIT 2591	57.5
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 4907	60.3
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 4908	60.2
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 697	57.2
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 700	56.1
Actinobacteria	Collinsella	Collinsella aerofaciens	Collinsella aerofaciens	HIT 702	58.7
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 4907	60.3
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 4908	60.2
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 700	56.1
Actinobacteria	Collinsella	Collinsella aerofaciens	Uncultured bacterium clone Eldhufec079	HIT 702	58.7
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4903	60.1
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4904	58.4
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4905	59.6
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4906	54.7
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4907	60.3
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 4908	60.2
Actinobacteria	Collinsella	Collinsella aerofaciens	uncultured bacterium KJ84	HIT 702	58.7
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 703	57.8
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 704	55.8
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 705	60.1
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 706	55.3
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 707	57.4
Actinobacteria	Collinsella	Collinsella intestinalis	Collinsella intestinalis	HIT 708	60
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2575	55.4
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2576	53.9
Actinobacteria	Collinsella	Collinsella sp. CB52	Collinsella sp. CB52	HIT 2577	58.9
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 709	60.8
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 710	62.7
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 711	61.9
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 712	59.4
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 713	60.3
Actinobacteria	Collinsella	Collinsella stercoris	Collinsella stercoris	HIT 714	59
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 4907	60.3
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 4908	60.2
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 700	56.1
Actinobacteria	Collinsella	Uncultured bacterium clone Eldhufec074	Uncultured bacterium clone Eldhufec074	HIT 702	58.7
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1377	57.5
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1378	58.4
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1379	59.4
Actinobacteria	Corynebacterium	Corynebacterium ulcerans	Corynebacterium ulcerans	HIT 1380	57.3
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1369	54
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1372	61.1
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1373	54.9
Actinobacteria	Corynebacterium	Corynebacterium xerosis	Corynebacterium xerosis	HIT 1374	57.5
Actinobacteria	Corynebacterium	uncultured bacterium LI92	uncultured bacterium LI92	HIT 1379	59.4
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1675	59.1
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1677	59.7
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1678	57.3
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1679	58
Actinobacteria	Eggerthella lenta et rel.	Denitrobacterium sp. CCUG 45665	Denitrobacterium sp. CCUG 45665	HIT 1680	60.2
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella lenta	HIT 1679	58
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella lenta	HIT 684	60
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 3469	55.5
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 680	61.4
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Eggerthella sp. CJ88	HIT 710	62.7
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Uncultured bacterium clone Eldhufec077	HIT 1679	58
Actinobacteria	Eggerthella lenta et rel.	Eggerthella lenta	Uncultured bacterium clone Eldhufec077	HIT 684	60
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec076	Uncultured bacterium clone Eldhufec076	HIT 6743	63.3
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec078	Uncultured bacterium clone Eldhufec078	HIT 6742	57.3
Actinobacteria	Eggerthella lenta et rel.	Uncultured bacterium clone Eldhufec078	Uncultured bacterium clone Eldhufec078	HIT 6743	63.3
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4909	54.2
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4910	59.3
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4911	57.9
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4912	56.2
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4913	56.4
Actinobacteria	Eggerthella lenta et rel.	uncultured bacterium ME67	uncultured bacterium ME67	HIT 4914	60.3
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3469	55.5
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3470	64
Actinobacteria	Eggerthella lenta et rel.	uncultured Gram-positive bacterium NO1H5	uncultured Gram-positive bacterium NO1H5	HIT 3471	58.3
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 469	56.6
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 470	57.9
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 471	60.1
Actinobacteria	Micrococcaceae	Micrococcus luteus	Micrococcus luteus	HIT 473	56.8
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium acnes	HIT 1363	55.8
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium acnes	HIT 1365	61.9
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium acnes	HIT 1368	59.2
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium sp. CJ82	HIT 1363	55.8
Actinobacteria	Propionibacterium	Propionibacterium acnes	Propionibacterium sp. CJ82	HIT 1365	61.9
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5635	56.3
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5638	63
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5639	56.6
Actinobacteria	Propionibacterium	Propionibacterium freudenreichii	Propionibacterium freudenreichii	HIT 5640	59.8
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1357	54.9
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1359	57.3
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1360	59.6
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1361	57.9
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 1362	57.4
Actinobacteria	Propionibacterium	Propionibacterium granulosum	Propionibacterium granulosum	HIT 5637	55.5
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3919	60.7
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3920	60.3
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3921	63.6
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3922	59.6
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3923	60.3
Asteroleplasma	Asteroleplasma et rel.	Uncultured bacterium UC7-11	Uncultured bacterium UC7-11	HIT 3924	61.3
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 1072	62.2
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 6678	58.1
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 955	60.9
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 957	62.3
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 959	56.2
Bacilli	Aerococcus	Aerococcus viridans	Aerococcus viridans	HIT 960	58
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1471	57.2
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1472	59.4
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1473	62.2
Bacilli	Aneurinibacillus	Aneurinibacillus aneurinolyticus	Aneurinibacillus aneurinolyticus	HIT 1474	59.6
